縣市,鄉鎮市區,路名,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積,單價
新北市,中和區,景新街,-0.1365481867619212,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),40.91666666666666,-0.7860369411588497,-0.8193256863726953,0.0,301268,2765264,,-0.5067999659372224,0.7467901654168145,-0.4384519028208025,2.285444110831784
新北市,淡水區,興福寮,5.734851009332149,其他,4,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),4.25,0.4509438635534147,0.7223878744248878,1.0,299112,2783900,,0.5696014505207442,0.3526270651424176,-0.0178283947426785,2.1449078876147545
新北市,三重區,重新路五段,-1.3688210110817385,,9,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),2.5,-1.2514129057742396,-0.8193256863726953,0.0,297723,2771055,,-1.5967801650469584,-1.0841059670265962,-0.0712070125190902,2.285444110831784
台中市,北屯區,崇德十六路,-0.622915380914012,,4,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),2.25,-0.5947157112614118,0.7254774807591514,1.0,218380,2676751,,-0.79365174945585,-0.9868449422835632,-0.1822345374940265,1.7935673295721797
桃園市,桃園區,文中路,-0.9114863598231462,,13,13,國民住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.25,-0.5211748180876217,0.569452360878835,1.0,277804,2764962,,-0.6522060968332526,0.3696904028166338,-0.4384519028208025,1.161154325095545
台北市,北投區,同德街,-0.2225162380285136,,14,15,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),16.083333333333332,-0.7624808738141201,1.9814024556373429,2.0,303184,2779732,,-1.0742799242590837,-1.075574298189488,-0.0541258548306385,4.065569604914163
新北市,永和區,中山路一段,-1.039248775404137,,12,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),11.083333333333334,-1.0945639695520155,-0.8193256863726953,0.0,301785,2767053,,-1.259290837889441,-1.2939850204194567,-0.1822345374940265,3.105238746264458
台北市,北投區,自強街,0.9351804434117292,,3,3,住家用,加強磚造,公寓(5樓含以下無電梯),50.0,-0.8400435345833519,-0.8193256863726953,0.0,301770,2778074,,-0.1987313345252051,-1.6420771089734696,-0.4384519028208025,2.683630076613369
台中市,大里區,自強街,-0.0103719862727939,,8,10,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),16.916666666666668,-0.0374136301787844,-0.8193256863726953,0.0,219249,2666339,,-0.1401728343394499,-0.1097893858288444,0.3109838907600171,1.254845140573565
新北市,新店區,中興路二段,-0.8716627475925778,,21,26,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.083333333333333,-0.1994334104522906,0.5648179513774395,1.0,305276,2762969,,-0.4983132267798666,-0.4288738003366895,0.6120392950189787,2.988125226916934
新北市,永和區,保平路,0.4817151956348036,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.833333333333336,-0.335598970469386,-0.8193256863726953,0.0,301281,2766468,,0.2097637102488562,0.8423448563924261,-0.4384519028208025,2.121485183745249
新北市,樹林區,三德街,0.9603195492615628,,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),23.666666666666668,0.2038924255477143,0.337731885809058,1.0,291789,2767222,,0.3961890804054398,0.0744946610526918,-0.4384519028208025,1.395381363790595
新北市,五股區,成泰路一段,-0.0721863077314674,,8,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),22.0,-0.208051483871094,0.9201226798177644,1.0,293927,2774419,,-0.0120230730633766,0.1052086688662811,-0.4384519028208025,1.2079997328345549
新北市,板橋區,民族路,-0.2435456047767016,,8,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.166666666666666,0.7043152220662383,1.2568897702525068,1.0,297350,2766723,,0.4759644284845846,-0.0227663636903412,0.7999320295919476,2.660207372743864
高雄市,鳳山區,青年路二段,-0.1846153107577796,,8,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.83333333333333,1.1513059633881804,-0.167418749843056,1.0,183325,2504699,,0.5650751896368211,4.5348511290928375,-0.4384519028208025,1.1283625396782382
台北市,中山區,合江街,-1.343201233991946,,3,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),14.083333333333334,-1.6472697448112812,-0.8193256863726953,0.0,304441,2772046,,-1.9453022531090387,-1.288866019117192,-0.1352613538507842,3.807919862349608
台中市,南區,正義街,0.8018903085712145,,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),44.75,-0.7555864150790775,-0.8193256863726953,0.0,217329,2669621,,-0.0615290514812857,-1.6420771089734696,-0.4384519028208025,1.0206181018785152
高雄市,前金區,允文街,1.790631049166017,,2,5,其他,鋼筋混凝土造,公寓(5樓含以下無電梯),38.583333333333336,1.6660922156047102,-0.8193256863726953,0.0,177708,2502248,,2.6454578484099844,0.4481817561180291,-0.4384519028208025,0.8379210116963764
新北市,深坑區,北深路二段,0.559175365954129,其他,7,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.33333333333333,-0.7745461766004452,-0.8193256863726953,0.0,312636,2766627,,-0.6343839446028054,-0.1951060741999259,-0.2356131552704383,1.4890721792686148
桃園市,桃園區,宏昌八街,-0.2303031121158426,,3,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),21.666666666666668,-0.046606241825508,-0.8193256863726953,0.0,279084,2764202,,0.0060819704723158,0.3031433858871904,-0.037044697142187,1.161154325095545
台北市,內湖區,民權東路六段,1.0898364148684028,,14,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.75,2.7123263286474577,1.3881980394587137,2.0,311286,2773513,,1.91333515043542,1.3440069840143856,2.7172919801206548,3.4565793043070334
新北市,永和區,中和路,-1.4395758176036415,住,9,16,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.25,-1.442734135671678,-0.8193256863726953,0.0,301538,2766174,,-1.7843371004245228,-0.7428392135422699,-0.4384519028208025,3.0818160423949537
高雄市,鼓山區,裕誠路,-0.7450299094254896,,23,24,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.0,0.8898910696844741,0.0195024333798974,1.0,177466,2506611,,0.7283034727632985,-0.5141904887077711,0.6163095844410919,2.2151759992232694
台北市,萬華區,漢中街,-1.1417759508873024,,4,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.1666666666666666,-0.4637209952955982,-0.0098488267956075,1.0,301148,2770404,,-0.693508227399051,-0.5841501731720581,-0.4384519028208025,3.690806343002083
新北市,蘆洲區,集賢路,0.0130847702371847,,6,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.0,-0.1867935694380455,2.8758434894066824,2.0,298629,2775031,,-0.518964292062766,-0.1899870728976612,0.7871211613256092,2.098062479875745
新北市,板橋區,國慶路,-0.5081310888119026,,4,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.833333333333334,0.0826648594565447,-0.8193256863726953,0.0,296729,2765395,,-0.1209362255827765,0.077907328587535,-0.4384519028208025,2.0043716643977243
高雄市,鹽埕區,府北路,-1.0978425995550882,,6,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.583333333333333,-0.7044525127941766,-0.8193256863726953,0.0,176634,2503335,,-0.9135976628798128,-1.05680462674785,-0.2740457600694546,1.37195865992109
台北市,士林區,社正路,-0.3477070624757262,,2,7,商業用,鋼筋混凝土造,華廈(10層含以下有電梯),29.58333333333333,-0.509109515301297,-0.8193256863726953,0.0,301393,2775678,,-0.0951931168054638,-0.1609793988514934,-0.2761809047805111,2.238598703092774
新北市,板橋區,文化路一段,1.4743734068352674,,2,4,住家用,加強磚造,公寓(5樓含以下無電梯),48.66666666666666,-0.6067810140477369,-0.8193256863726953,0.0,297062,2768454,,0.1803430145033558,-1.6420771089734696,-0.4384519028208025,2.238598703092774
新北市,蘆洲區,民族路,-0.0644234672061364,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),38.0,-0.9233515776317858,-0.8193256863726953,0.0,298299,2775657,,-0.5373522269037034,-0.4203421314995814,-0.4384519028208025,1.7232992179636646
新北市,淡水區,濱海路一段,-0.0410628449441492,,8,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.916666666666666,-0.0667150798027163,0.7826351979430296,1.0,294316,2786943,,-0.1964682040832436,-0.4578814743828572,0.4134708368907274,1.254845140573565
桃園市,桃園區,民安路,0.6982816227981427,,2,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),33.416666666666664,0.3394834473368893,0.5740867703802304,1.0,280358,2765423,花台4.82㎡,0.3062296453374676,0.2843737144455522,0.5906878479084142,1.0206181018785152
高雄市,三民區,十全三路,-0.7463277217733777,,4,22,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.1666666666666666,0.005676736915233,0.1724379469259503,1.0,177190,2505369,,-0.5288654877463476,0.6068707964882407,0.2597404176946619,1.2314224367040598
桃園市,龜山區,同心一路,1.3164969380708722,,14,14,住家用,鋼骨造,住宅大樓(11層含以上有電梯),17.5,1.4512149183625431,-0.8193256863726953,0.0,283481,2765446,,0.8612623862285401,0.4823084314664616,-0.4384519028208025,1.09088621348703
台中市,西屯區,青海路二段,0.5286287086547614,,7,26,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.0,1.679881133074797,1.6230081208627545,2.0,212948,2674559,,1.320960757251982,0.577863122442073,1.0710954078961188,1.8404127373111896
台北市,南港區,向陽路,1.5534678593704525,,14,15,一般事務所,鋼筋混凝土造,住宅大樓(11層含以上有電梯),11.083333333333334,1.8304101487898976,3.4535998739139924,2.0,310272,2772210,,1.4932415621463058,0.3031433858871904,1.863234095698068,3.362888488829013
桃園市,桃園區,復興路,-0.9761606751595734,,6,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.25,-0.5820758702471668,0.6775885825780641,1.0,281538,2764812,,-0.8024213799184512,-0.997082944888093,0.3942545344912193,1.6998765140941594
桃園市,桃園區,中正路,-0.963711290044646,,15,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.916666666666668,-0.7906332469822116,0.4211512568341775,1.0,279810,2768330,,-0.7662112928470661,-0.186574405362818,-0.4384519028208025,1.348535956051585
新北市,新店區,安光路,-0.5564625819897381,,18,21,集合住宅,其他,住宅大樓(11層含以上有電梯),5.666666666666667,-0.4539538454209544,0.6636853540738775,1.0,301916,2761993,,-0.5993054227524012,-0.9612499357722386,-0.4384519028208025,2.425980334048814
高雄市,左營區,博愛四路,-0.795019718381182,,10,28,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.166666666666668,0.814626561826923,0.0921081822350943,1.0,179524,2509501,,0.8465520383557897,0.4004044106302235,0.4903360464887602,1.0674635096175251
高雄市,左營區,立文路,-1.0758278567649853,,9,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.416666666666667,-0.6964089776032933,0.547825116538989,1.0,178510,2507310,,-0.9551826847508564,-1.0465666241433202,0.0697125384106364,1.4422267715296049
台北市,中山區,樂群二路,1.717208517262343,,3,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),21.5,0.5216120655876036,-0.8193256863726953,0.0,306238,2774690,,-0.1843038779577004,-0.2599467573619481,-0.4384519028208025,2.8944344114389136
桃園市,中壢區,環北路,-0.1931231917050463,,8,22,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),30.58333333333333,1.1633712661745057,2.2270261592113063,2.0,272783,2761969,,1.422801627140252,-1.6420771089734696,-0.4384519028208025,0.9737726941395052
高雄市,三民區,建安街,-1.0733283663172004,,5,22,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.83333333333333,-0.00179226004773,-0.8193256863726953,0.0,180134,2505267,,0.2018427537019907,0.2041760273767358,-0.0562609995416952,1.133047080452139
台北市,士林區,天母西路,0.9109546129178168,商,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),43.333333333333336,0.1366714528810464,-0.8193256863726953,0.0,302996,2779050,,0.967063734390243,-0.1592730650840718,0.9066892651447714,2.5196711495268342
桃園市,桃園區,福元街,0.1084259106829694,,7,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),16.166666666666668,-0.0891220706916055,0.9463843336590056,1.0,282147,2766444,,-0.0281478774623525,0.4208804158392829,0.0547665254332413,1.27826784444307
高雄市,仁武區,仁勇路,1.717352718634331,,13,23,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.6666666666666665,1.4724728327955918,2.497366713459379,2.0,182902,2507979,,1.0553258216267438,-0.0961387156894713,0.3750382320917108,1.161154325095545
台北市,松山區,松河街,-0.4852271042278762,,19,24,其他,其他,住宅大樓(11層含以上有電梯),0.8333333333333334,0.8295645557528497,0.7301118902605468,1.0,308151,2771615,,0.5458385808801477,0.494252767838413,-0.4384519028208025,4.534023682304262
台北市,信義區,基隆路一段,-0.7749997612369071,,11,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.416666666666666,-0.6205699315178224,-0.8193256863726953,0.0,307232,2770875,,-0.8389143582950812,-0.4015724600579435,-0.4384519028208025,5.0024777596943615
新北市,新莊區,青山路一段,-0.7007600882253041,,6,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.08333333333333,-0.3068720590733742,0.5061154310264292,1.0,291497,2768936,,-0.122916464719493,0.0983833337965944,-0.4384519028208025,1.4890721792686148
台中市,太平區,新福東街,0.1935527872796343,,10,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.8333333333333335,0.2205540341574011,0.822800080288458,1.0,220030,2671939,,-0.1673303996429885,-0.1746300689908665,0.7059856623054637,1.4890721792686148
高雄市,左營區,文自路,-0.5692965040966321,,3,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.0,-0.3080211355292149,0.3794415713216177,1.0,178717,2508373,,-0.4473927918357316,-0.0859007130849417,0.3857139556469937,1.0815171319392285
新北市,新莊區,建安街,0.1396455077182792,,8,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),24.916666666666668,0.2803060098611051,-0.8193256863726953,0.0,293383,2768682,,0.3469659932927756,0.3355637274682013,-0.4384519028208025,1.7701446257026745
新北市,三重區,自強路二段,-0.0050846026332494,,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),37.25,-0.7825897117913284,-0.8193256863726953,0.0,299215,2773457,,-0.3116049653180381,-0.3998661262905218,-0.4384519028208025,1.5827629947466348
新北市,土城區,延和路,-0.0092183752968933,,4,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.666666666666668,-0.2528654656488723,-0.8193256863726953,0.0,297185,2764828,,-0.1596923344013683,0.3543333989098391,-0.4384519028208025,1.9341035527892088
新北市,中和區,圓通路,4.355612953394996,,3,5,集合住宅,鋼筋混凝土造,公寓(5樓含以下無電梯),11.916666666666666,-0.2764215329936018,1.005086854010016,1.0,300118,2764148,,-0.297177508750533,-0.0364170338297143,-0.4384519028208025,1.9575262566587144
新北市,新店區,中正路,-1.17174580269872,,12,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.33333333333333,-0.8808357487656885,-0.8193256863726953,0.0,303870,2763891,,-0.8287302713062542,-1.2393823398619648,-0.1502073668281795,2.753898188221884
新北市,鶯歌區,光復街,-0.0927830703636926,,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),23.58333333333333,0.8669095405676647,-0.8193256863726953,0.0,285518,2760872,,1.016569712808152,0.2383027027251683,-0.4384519028208025,1.114308917356535
新北市,樹林區,佳園路三段,-0.1882924457434626,,9,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),17.0,0.0401490305904473,0.7254774807591514,1.0,288673,2759672,,0.1424355796005,-0.9493055994002872,0.1060099984985965,1.8169900334416844
台北市,信義區,吳興街,0.5265377887609414,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),39.833333333333336,-0.0264974038483,-0.8193256863726953,0.0,307205,2768688,,0.2960455583486406,-0.8469255733549893,3.178483237708852,2.8944344114389136
新北市,泰山區,民生路,0.0177953483887789,,3,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),43.5,-0.5165785122642599,-0.8193256863726953,0.0,293362,2771647,,-0.1101863559834592,0.999327562995216,-0.4384519028208025,1.4890721792686148
台中市,北區,華中街,-0.1323182798502859,,4,5,集合住宅,鋼筋混凝土造,公寓(5樓含以下無電梯),5.333333333333333,-0.8842829781332098,-0.4655657610995024,1.0,216576,2672767,,-1.341895099021038,-0.5687931692652634,-0.4384519028208025,1.676453810224655
台北市,中山區,大直街,0.3805338996235224,,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),35.5,-0.6918126717799314,-0.8193256863726953,0.0,305067,2774992,,-0.4123142699853276,-0.1575667313166502,-0.4384519028208025,3.4565793043070334
新北市,板橋區,中正路,2.4522269438450075,,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.41666666666666,-0.1218707496830589,-0.8193256863726953,0.0,296082,2767669,,0.9696097561374498,-1.6420771089734696,-0.4384519028208025,1.676453810224655
台北市,松山區,南京東路五段,0.4383826833525375,商,4,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),47.083333333333336,-0.3660494965491584,-0.8193256863726953,0.0,307216,2771537,,0.572147472267951,-1.6420771089734696,-0.4384519028208025,3.4565793043070334
新北市,板橋區,四維路,0.1112378374367272,,4,4,住家用,加強磚造,公寓(5樓含以下無電梯),48.333333333333336,-0.9078390454779396,-0.8193256863726953,0.0,296948,2768643,,-0.4519190527196546,-0.7803785564255458,-0.4384519028208025,1.9106808489197045
桃園市,蘆竹區,六福路,0.4335279038289558,,5,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.0,1.2989622879636804,0.8444273246283037,1.0,279935,2772602,,1.73907410640438,0.577863122442073,-0.4384519028208025,1.254845140573565
高雄市,鳳山區,四海街,0.239048320141714,,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),40.25,-1.0802005138540098,-0.8193256863726953,0.0,180755,2499676,,-0.5896871183740647,-1.6420771089734696,-0.4384519028208025,1.161154325095545
新北市,鶯歌區,鶯桃路,0.4029091458435941,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.0,-0.5131312828967384,-0.8193256863726953,0.0,283603,2761876,五層90.11㎡、陽台5.80㎡,0.3328214280305159,-1.6420771089734696,-0.4384519028208025,0.9222427456265944
台中市,西屯區,惠民路,1.9294008361420585,,2,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),21.75,3.4506079515249595,-0.8193256863726953,3.0,213334,2673128,,2.1051354553916624,1.36960199052571,-0.4384519028208025,1.7232992179636646
新北市,永和區,中和路,-1.1429055283012053,,4,16,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.33333333333333,-0.6826200601332078,-0.8193256863726953,0.0,301530,2766091,,-0.9648009891291932,-0.4305801341041113,-0.4384519028208025,2.613361965004854
新北市,三重區,信賢街,1.0297284763115822,,5,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.75,1.1777347218725114,0.6034380305557356,1.0,299395,2775608,,1.164804756756634,1.004446564297481,0.018469065345281,2.44940303791832
台北市,萬華區,和平西路三段,0.2031902456408039,,4,4,住家用,加強磚造,公寓(5樓含以下無電梯),50.083333333333336,-0.6964089776032933,-0.8193256863726953,0.0,299728,2769807,,-0.0903839646162955,-0.8861712500056869,-0.4384519028208025,1.676453810224655
桃園市,八德區,豐田一路,0.1815119727186717,,10,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.583333333333334,-0.0184538686574168,0.1214594424105993,1.0,279158,2757632,,-0.189961704062604,-0.3964534587556786,0.0013879076568294,1.4422267715296049
新北市,板橋區,漢生東路,1.2562688317040616,,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),43.91666666666666,-0.3298535881901837,-0.8193256863726953,0.0,297640,2767151,,0.1752509710089425,1.1085329241102009,-0.4384519028208025,2.051217072136734
高雄市,鼓山區,龍勝路,-1.0126195887104317,,10,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.583333333333334,-0.7779934059679667,-0.267830955706626,1.0,177714,2506516,,-0.9772482065599816,-0.8964092526102166,-0.2228022870040994,1.4656494753991098
台北市,大安區,臥龍街,0.5872705999297082,,8,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),16.916666666666668,0.1320751470576847,-0.0886337883193317,1.0,306476,2767739,,-0.1141468342568919,0.6512354744412031,0.0163339206342249,3.807919862349608
新北市,五股區,五福路,0.2954791237128514,,4,9,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),5.5,-0.2069024074152533,0.5879899988844169,1.0,293627,2775888,,-0.5481020965030211,-0.1336780585727473,0.4946063359108734,1.4890721792686148
新北市,板橋區,中山路二段,-0.4207931245114285,,3,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),30.166666666666668,0.7945177238497152,-0.8193256863726953,0.0,297920,2767665,,1.1659363219776149,0.1393353442147136,0.1914157869408552,1.9575262566587144
台北市,士林區,中山北路六段,4.237367828365184,,7,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),36.333333333333336,3.508636312544903,4.250718308154025,3.0,303305,2777372,,4.130354309642013,1.591425380290522,12.780229003329778,3.0818160423949537
新北市,板橋區,四川路一段,-0.6729292234317024,,6,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.5,-0.1505976610790705,0.2419540894468833,1.0,296421,2766434,,-0.082180116764185,0.3748094041188989,-0.4384519028208025,2.285444110831784
台北市,信義區,嘉興街,1.292631611006928,,3,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),52.333333333333336,-0.3378971233810669,-0.8193256863726953,0.0,306179,2768869,,0.618541646328163,-1.6420771089734696,-0.4384519028208025,2.5899392611353487
台北市,內湖區,文德路,0.8616617772600645,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),34.75,-0.122445287910979,-0.8193256863726953,0.0,308792,2774675,,0.2799207539496647,0.2092950286790005,-0.1800993927829699,2.988125226916934
桃園市,龜山區,光峰路,0.6814100622755963,,10,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),20.166666666666668,1.2690863001118289,-0.8193256863726953,0.0,284467,2765816,,0.8287298861253426,0.8935348694150748,-0.4384519028208025,0.9035045825309904
新北市,新莊區,西盛街,-0.3702024765057876,,5,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),25.0,-0.3137665178084172,-0.8193256863726953,0.0,293129,2767298,,-0.2241915519972728,0.5625061185352783,-0.4384519028208025,1.4890721792686148
桃園市,桃園區,正康一街,-0.3602525818386453,,16,18,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.3333333333333333,-0.543581808976511,1.150298351720409,1.0,281106,2765840,,-0.8083620973286002,-0.9851386085161415,-0.4384519028208025,2.098062479875745
新北市,新莊區,民樂街,0.9355169132797004,,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.0,-0.2442473922300689,-0.8193256863726953,0.0,296114,2770263,,0.3557356237553767,0.8611145278340638,-0.4384519028208025,1.7232992179636646
新北市,林口區,文化三路一段,1.9360100656914887,,35,41,集合住宅,鋼骨造,住宅大樓(11層含以上有電梯),1.3333333333333333,5.016799160835518,-0.8193256863726953,0.0,286457,2773262,,4.321588831987764,2.418997257490014,3.067455712733915,2.379134926309804
新北市,樹林區,鎮前街,-0.2147053303791868,,2,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),28.166666666666668,-0.2861886828682458,1.395922055294373,1.0,291780,2763900,,-0.015700660031564,0.0181856467277779,-0.4384519028208025,1.4422267715296049
桃園市,八德區,仁愛街,0.1938892571476052,,2,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.33333333333333,0.2665170923910195,-0.8193256863726953,0.0,279927,2761559,,0.0841599707199897,0.1017960013314379,-0.4384519028208025,0.8847664194353864
台北市,士林區,承德路四段,0.2547422361263615,,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.583333333333336,-0.6418278459508712,-0.8193256863726953,0.0,302668,2775045,,-0.1452648778338632,-0.0210600299229196,-0.4384519028208025,2.1917532953537644
台中市,潭子區,人和路,0.1533446380570989,,8,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.5,0.2107868842827568,0.5709971640459668,1.0,220220,2679052,,-0.0309767905148047,-0.0756627104804119,-0.4384519028208025,1.4890721792686148
新北市,新莊區,中正路,0.5886885800875857,,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.66666666666666,-0.7871860176146903,-0.8193256863726953,0.0,294731,2769600,,-0.3778015307454134,-0.0466550364342441,-0.4384519028208025,2.1917532953537644
新北市,三重區,中正北路,-0.3403768260663578,,18,22,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.3333333333333333,0.1366714528810464,1.0977750440379264,1.0,299035,2773084,,-0.2024089214933929,0.1700493520283029,0.1978212210740245,2.5196711495268342
台北市,內湖區,東湖路,0.925807354232537,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),35.333333333333336,-0.3827111051588451,-0.8193256863726953,0.0,312214,2773747,,0.0001412530621669,-0.0364170338297143,-0.4384519028208025,2.285444110831784
新北市,永和區,環河西路二段,-1.0503042139231844,,9,18,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.25,-0.8699195224352041,0.9479291368261374,1.0,300701,2767086,,-0.6895477491256183,-0.4339928016389545,-0.4384519028208025,2.753898188221884
台北市,中正區,中華路一段,-0.2341004149115154,,2,4,其他,加強磚造,公寓(5樓含以下無電梯),56.75,-0.9750600181446072,-0.8193256863726953,0.0,301500,2771041,,-0.4185378787007218,-1.6420771089734696,-0.4384519028208025,2.988125226916934
新北市,板橋區,雙十路一段,-0.6946074963538343,,11,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.25,-0.578628640879645,0.9911836255058292,1.0,298272,2768496,,-0.719534227481609,-0.5466108302887822,-0.1630182350945183,2.988125226916934
台北市,信義區,吳興街,0.5468942157731872,住,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),30.0,-0.3792638757913239,-0.8193256863726953,0.0,307686,2767889,,0.003253057419864,0.0557249896110536,-0.3466406802453741,2.1917532953537644
新北市,三重區,集仁街,-0.2901226479286881,,2,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),10.333333333333334,-0.4108634783269369,1.1379399263833545,1.0,299101,2775240,,-0.6708769229794356,-0.7087125381938372,0.0611719595664105,2.285444110831784
台北市,內湖區,成功路四段,-0.7979758465069273,,10,15,一般事務所,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.416666666666667,-1.0055105442243797,-0.8193256863726953,0.0,310017,2775274,,-1.2219491855970752,-0.9953766111206712,-0.4384519028208025,3.971878789436143
台北市,大同區,哈密街,-0.361334092128552,,4,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),43.583333333333336,-1.2893324288169754,-0.8193256863726953,0.0,301897,2774200,,-0.9302882498892792,-1.6420771089734696,-0.4384519028208025,2.332289518570794
台北市,松山區,民生東路五段,-0.1868504320235871,,14,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),38.66666666666666,1.1949708687101186,1.020534885681334,1.0,306752,2772508,,1.7523699977509042,2.231300543073634,-0.4384519028208025,2.941279819177924
